Author;Title;Co-Authors;No Authors;Year;Pagination
https://dblp.uni-trier.de/pid/77/9496.html;Integer Complexity: Experimental and Analytical Results II.;['https://dblp.uni-trier.de/pid/163/7356.html', 'https://dblp.uni-trier.de/pid/89/5695.html', 'https://dblp.uni-trier.de/pid/28/5327.html', 'https://dblp.uni-trier.de/pid/39/4892.html'];5;2015;58-69
https://dblp.uni-trier.de/pid/58/1625.html;Descriptional Complexity of Alternating Finite Automata.;['https://dblp.uni-trier.de/pid/24/10307.html', 'https://dblp.uni-trier.de/pid/23/2173.html'];3;2006;188-198
https://dblp.uni-trier.de/pid/54/5347.html;On the Number of Components and Clusters of Non-returning Parallel Communicating Grammar Systems.;['https://dblp.uni-trier.de/pid/85/2384.html'];2;2011;121-134
https://dblp.uni-trier.de/pid/54/5347.html;On the Size Complexity of Non-Returning Context-Free PC Grammar Systems.;['https://dblp.uni-trier.de/pid/85/2384.html'];2;2009;91-100
https://dblp.uni-trier.de/pid/54/5347.html;Computational Completeness of Hybrid Networks of Evolutionary Processors with Seven Nodes.;['https://dblp.uni-trier.de/pid/82/752.html', 'https://dblp.uni-trier.de/pid/45/476.html', 'https://dblp.uni-trier.de/pid/88/6877.html'];4;2008;38-47
https://dblp.uni-trier.de/pid/54/5347.html;Descriptional Complexity Issues in Grammar Systems.;[];1;2002;13-16
https://dblp.uni-trier.de/pid/54/5347.html;On the Number of Rules in Components of Cooperating Distributed Grammar Systems with Probabilities.;['https://dblp.uni-trier.de/pid/62/5718.html', 'https://dblp.uni-trier.de/pid/k/KKrithivasan.html'];3;2001;35-46
https://dblp.uni-trier.de/pid/222/1721.html;State Complexity of Single-Word Pattern Matching in Regular Languages.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html', 'https://dblp.uni-trier.de/pid/160/8228.html'];3;2019;86-97
https://dblp.uni-trier.de/pid/14/1904.html;Can Chimps Go It Alone?;[];1;2013;17
https://dblp.uni-trier.de/pid/82/11198-1.html;Disambiguation of Weighted Tree Automata.;['https://dblp.uni-trier.de/pid/265/9625.html'];2;2021;163-175
https://dblp.uni-trier.de/pid/85/1477.html;State Grammars with Stores.;['https://dblp.uni-trier.de/pid/i/OscarHIbarra.html'];2;2018;163-174
https://dblp.uni-trier.de/pid/85/1477.html;On the Complexity and Decidability of Some Problems Involving Shuffle.;['https://dblp.uni-trier.de/pid/136/0877.html', 'https://dblp.uni-trier.de/pid/i/OscarHIbarra.html'];3;2015;105-116
https://dblp.uni-trier.de/pid/85/1477.html;On the Shuffle Automaton Size for Words.;['https://dblp.uni-trier.de/pid/37/153.html', 'https://dblp.uni-trier.de/pid/d/MarkDaley.html'];3;2009;79-89
https://dblp.uni-trier.de/pid/85/1477.html;An Infinite Hierarchy Induced by Depth Synchronization.;['https://dblp.uni-trier.de/pid/37/153.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];3;2006;82-93
https://dblp.uni-trier.de/pid/85/1477.html;Template-Guided DNA Recombination.;['https://dblp.uni-trier.de/pid/d/MarkDaley.html'];2;2003;235-244
https://dblp.uni-trier.de/pid/85/1477.html;Descriptional Complexity of Block-Synchronization Context-Free Grammars.;[];1;2002;188-203
https://dblp.uni-trier.de/pid/70/9575.html;An Infinite Hierarchy of Language Families Resulting from Stateless Pushdown Automata with Limited Pushdown Alphabets.;['https://dblp.uni-trier.de/pid/05/2606.html', 'https://dblp.uni-trier.de/pid/53/10482.html'];3;2012;236-243
https://dblp.uni-trier.de/pid/27/3678.html;Multidimensional Descriptional Complexity of P Systems.;['https://dblp.uni-trier.de/pid/p/MarioJPerezJimenez.html', 'https://dblp.uni-trier.de/pid/89/6274.html'];3;2005;134-145
https://dblp.uni-trier.de/pid/d/JDassow.html;Descriptional Complexity and Operations - Two Non-classical Cases.;[];1;2017;33-44
https://dblp.uni-trier.de/pid/d/JDassow.html;Production Complexity of Some Operations on Context-Free Languages.;['https://dblp.uni-trier.de/pid/90/11042.html'];2;2012;141-154
https://dblp.uni-trier.de/pid/d/JDassow.html;On Contextual Grammars with Subregular Selection Languages.;['https://dblp.uni-trier.de/pid/67/4899.html', 'https://dblp.uni-trier.de/pid/86/3096.html'];3;2011;135-146
https://dblp.uni-trier.de/pid/d/JDassow.html;Language Classes Generated by Tree Controlled Grammars with Bounded Nonterminal Complexity.;['https://dblp.uni-trier.de/pid/20/5646.html', 'https://dblp.uni-trier.de/pid/92/1411.html'];3;2011;289-300
https://dblp.uni-trier.de/pid/d/JDassow.html;Accepting Hybrid Networks of Evolutionary Processors with Special Topologies and Small Communication.;['https://dblp.uni-trier.de/pid/67/4899.html'];2;2010;68-77
https://dblp.uni-trier.de/pid/d/JDassow.html;On Two Hierarchies of Subregularly Tree Controlled Languages.;['https://dblp.uni-trier.de/pid/86/3096.html'];2;2008;145-156
https://dblp.uni-trier.de/pid/d/JDassow.html;Nonterminal Complexity of Some Operations on Context-Free Languages.;['https://dblp.uni-trier.de/pid/s/RStiebe.html'];2;2007;162-169
https://dblp.uni-trier.de/pid/d/JDassow.html;On the Number of Active Symbols in Lindenmayer Systems.;['https://dblp.uni-trier.de/pid/85/2384.html'];2;2006;130-140
https://dblp.uni-trier.de/pid/d/JDassow.html;On the Degree Complexity of Special Non-Context-Free Languages with Respect to PC Grammar Systems.;['https://dblp.uni-trier.de/pid/86/3096.html'];2;2006;241-249
https://dblp.uni-trier.de/pid/d/JDassow.html;On the Descriptional Complexity of Lindenmayer Systems.;[];1;2004;28-36
https://dblp.uni-trier.de/pid/18/67.html;A New Measure of Descriptional Complexity of Languages and Formal Power Series: Compactness.;[];1;2007;153-161
https://dblp.uni-trier.de/pid/139/8217.html;Site-Directed Insertion: Decision Problems, Maximality and Minimality.;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/02/6009.html', 'https://dblp.uni-trier.de/pid/176/5446.html'];4;2018;49-61
https://dblp.uni-trier.de/pid/139/8217.html;The State Complexity of Permutations on Finite Languages over Binary Alphabets.;['https://dblp.uni-trier.de/pid/117/1658.html', 'https://dblp.uni-trier.de/pid/179/4995.html', 'https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/71/9491.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];6;2015;220-230
https://dblp.uni-trier.de/pid/139/8217.html;State Complexity of Inversion Operations.;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/71/9491.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];4;2014;102-113
https://dblp.uni-trier.de/pid/94/892.html;L-systems in Geometric Modeling.;['https://dblp.uni-trier.de/pid/51/8397.html', 'https://dblp.uni-trier.de/pid/s/FaramarzFSamavati.html'];3;2010;3-14
https://dblp.uni-trier.de/pid/178/0990.html;State Complexity of Unary SV-XNFA with Different Acceptance Conditions.;['https://dblp.uni-trier.de/pid/02/4801.html'];2;2017;250-261
https://dblp.uni-trier.de/pid/178/0990.html;Unary Self-verifying Symmetric Difference Automata.;['https://dblp.uni-trier.de/pid/02/4801.html'];2;2016;180-191
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Deterministic One-Way Simulation of Two-Way Deterministic Finite Automata over Small Alphabets.;['https://dblp.uni-trier.de/pid/54/3483.html'];2;2021;26-37
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Union and Intersection on Graph-Walking Automata.;['https://dblp.uni-trier.de/pid/191/3141-1.html'];2;2021;125-136
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Longer Shortest Strings in Two-Way Finite Automata.;['https://dblp.uni-trier.de/pid/278/3602.html'];2;2020;104-116
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of GF(2)-inverse and GF(2)-star on Binary Languages.;['https://dblp.uni-trier.de/pid/217/0450.html'];2;2020;142-154
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of GF(2)-Concatenation and GF(2)-Inverse on Unary Languages.;['https://dblp.uni-trier.de/pid/217/0450.html'];2;2019;248-259
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Unambiguous Operations on Deterministic Finite Automata.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];2;2018;188-199
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Further Closure Properties of Input-Driven Pushdown Automata.;['https://dblp.uni-trier.de/pid/02/6009.html'];2;2018;224-236
https://dblp.uni-trier.de/pid/o/AOkhotin.html;The Quotient Operation on Input-Driven Pushdown Automata.;['https://dblp.uni-trier.de/pid/02/6009.html'];2;2017;299-310
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Improved Normal Form for Grammars with One-Sided Contexts.;[];1;2013;205-216
https://dblp.uni-trier.de/pid/o/AOkhotin.html;On the Number of Nonterminal Symbols in Unambiguous Conjunctive Grammars.;['https://dblp.uni-trier.de/pid/74/6087.html'];2;2012;183-195
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State Complexity of Operations on Two-Way Deterministic Finite Automata over a Unary Alphabet.;['https://dblp.uni-trier.de/pid/82/3483.html'];2;2011;222-234
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Nondeterministic State Complexity of Positional Addition.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];2;2009;151-161
https://dblp.uni-trier.de/pid/o/AOkhotin.html;Enumeration of Context-Free Languages and Related Structures.;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];3;2005;85-96
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State complexity of cyclic shift.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];2;2005;182-193
https://dblp.uni-trier.de/pid/o/AOkhotin.html;A characterization of the arithmetical hierarchy by language equations.;[];1;2004;225-237
https://dblp.uni-trier.de/pid/o/AOkhotin.html;On the Number of Nonterminals in Linear Conjunctive Grammars.;[];1;2003;274-283
https://dblp.uni-trier.de/pid/o/AOkhotin.html;State complexity of linear conjunctive languages.;[];1;2002;256-270
https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;A Note on Pushdown Automata Systems.;[];1;2014;342-351
https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;The Power of Centralized PC Systems of Pushdown Automata.;[];1;2013;241-252
https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;Bounded Counter Languages.;[];1;2012;266-279
https://dblp.uni-trier.de/pid/p/HolgerPetersen.html;Complexity Results for Prefix Grammars.;[];1;2003;295-302
https://dblp.uni-trier.de/pid/53/5708.html;Estimation of State Complexity of Combined Operations.;['https://dblp.uni-trier.de/pid/e/ZoltanEsik.html', 'https://dblp.uni-trier.de/pid/76/2452-1.html', 'https://dblp.uni-trier.de/pid/y/ShengYu.html'];4;2008;168-181
https://dblp.uni-trier.de/pid/04/1903.html;Uniform Distributed Pushdown Automata Systems.;['https://dblp.uni-trier.de/pid/74/2719.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];3;2012;64-75
https://dblp.uni-trier.de/pid/04/1903.html;On the Degree of Team Cooperation in CD Grammar Systems.;['https://dblp.uni-trier.de/pid/74/2719.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];3;2011;68-79
https://dblp.uni-trier.de/pid/n/JNeraud.html;Gray Cycles of Maximum Length Related to k-Character Substitutions.;[];1;2021;137-149
https://dblp.uni-trier.de/pid/148/1810.html;On the Complexity of L-reachability.;['https://dblp.uni-trier.de/pid/124/2629.html', 'https://dblp.uni-trier.de/pid/75/2295.html'];3;2014;258-269
https://dblp.uni-trier.de/pid/m/MadhuMutyam.html;Complexity Issues in Rewriting P Systems.;[];1;2002;148-159
https://dblp.uni-trier.de/pid/s/CSelmi.html;Bad Pictures: Some Structural Properties Related to Overlaps.;['https://dblp.uni-trier.de/pid/91/3140.html', 'https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/74/2120.html'];4;2020;13-25
https://dblp.uni-trier.de/pid/49/9126-1.html;Small Universal Non-deterministic Petri Nets with Inhibitor Arcs.;['https://dblp.uni-trier.de/pid/81/54.html', 'https://dblp.uni-trier.de/pid/74/5151.html'];3;2014;186-197
https://dblp.uni-trier.de/pid/186/0114.html;Descriptional Complexity of Biautomata.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];2;2012;196-208
https://dblp.uni-trier.de/pid/186/0114.html;Descriptional Complexity of the Languages KaL: Automata, Monoids and Varieties.;['https://dblp.uni-trier.de/pid/73/3073.html'];2;2010;130-138
https://dblp.uni-trier.de/pid/223/1277.html;A Local Limit Property for Pattern Statistics in Bicomponent Stochastic Models.;['https://dblp.uni-trier.de/pid/69/1383.html', 'https://dblp.uni-trier.de/pid/98/4569.html'];3;2018;114-125
https://dblp.uni-trier.de/pid/78/4640.html;Completely Reachable Automata.;['https://dblp.uni-trier.de/pid/183/0003.html'];2;2016;1-17
https://dblp.uni-trier.de/pid/163/7357.html;A Pumping Lemma for Ordered Restarting Automata.;['https://dblp.uni-trier.de/pid/03/67.html'];2;2017;226-237
https://dblp.uni-trier.de/pid/163/7357.html;On Some Decision Problems for Stateless Deterministic Ordered Restarting Automata.;['https://dblp.uni-trier.de/pid/03/67.html'];2;2015;165-176
https://dblp.uni-trier.de/pid/47/4966.html;Equivalent Transformation of Minimal Finite Automata over a Two-Letter Alphabet.;['https://dblp.uni-trier.de/pid/34/3859.html'];2;2008;224-232
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;State Grammars with Stores.;['https://dblp.uni-trier.de/pid/85/1477.html'];2;2018;163-174
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On the Complexity and Decidability of Some Problems Involving Shuffle.;['https://dblp.uni-trier.de/pid/136/0877.html', 'https://dblp.uni-trier.de/pid/85/1477.html'];3;2015;105-116
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;Automata with Reversal-Bounded Counters: A Survey.;[];1;2014;5-22
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On Synchronized Multitape and Multihead Automata.;['https://dblp.uni-trier.de/pid/t/NicholasQTran.html'];2;2011;184-197
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On Languages Accepted by P/T Systems Composed of joins.;['https://dblp.uni-trier.de/pid/09/2388.html'];2;2009;111-120
https://dblp.uni-trier.de/pid/i/OscarHIbarra.html;On P Systems Operating in Sequential Mode.;['https://dblp.uni-trier.de/pid/51/5888.html'];2;2004;164-177
https://dblp.uni-trier.de/pid/f/ZoltanFulop1.html;Crisp-Determinization of Weighted Tree Automata over Additively Locally Finite and Past-Finite Monotonic Strong Bimonoids Is Decidable.;['https://dblp.uni-trier.de/pid/d/ManfredDroste.html', 'https://dblp.uni-trier.de/pid/255/4896.html', 'https://dblp.uni-trier.de/pid/v/HeikoVogler.html'];4;2020;39-51
https://dblp.uni-trier.de/pid/39/1283.html;On the Number of Distinct Languages Accepted by Finite Automata with n States.;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];3;2001;67-78
https://dblp.uni-trier.de/pid/31/1171.html;Searching for Traces of Communication in Szilard Languages of Parallel Communicating Grammar Systems - Complexity Views.;['https://dblp.uni-trier.de/pid/23/293.html'];2;2013;42-53
https://dblp.uni-trier.de/pid/31/1171.html;On the Complexity of a Problem on Monadic String Rewriting Systems.;['https://dblp.uni-trier.de/pid/16/4077.html'];2;2001;187-194
https://dblp.uni-trier.de/pid/199/2222.html;Yet Another Canonical Nondeterministic Automaton.;['https://dblp.uni-trier.de/pid/56/5603.html'];2;2022;184-196
https://dblp.uni-trier.de/pid/04/3095.html;Some Separation Results Between Classes of Pointer Algorithms.;['https://dblp.uni-trier.de/pid/r/DeshRanjan.html'];2;2006;232-240
https://dblp.uni-trier.de/pid/08/3689.html;Small Universal Accepting Networks of Evolutionary Processors with Filtered Connections.;['https://dblp.uni-trier.de/pid/67/4899.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];3;2009;173-182
https://dblp.uni-trier.de/pid/08/3689.html;Descriptional Complexity of Splicing Systems.;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/35/5696.html'];3;2007;93-104
https://dblp.uni-trier.de/pid/83/4617.html;On Trace Languages Generated by (Small) Spiking Neural P Systems.;['https://dblp.uni-trier.de/pid/75/248.html', 'https://dblp.uni-trier.de/pid/i/MihaiIonescu.html', 'https://dblp.uni-trier.de/pid/93/263.html', 'https://dblp.uni-trier.de/pid/p/GPaun.html'];5;2006;94-105
https://dblp.uni-trier.de/pid/l/KamalLodaya.html;Kleene Theorems for Product Systems.;['https://dblp.uni-trier.de/pid/53/2323.html', 'https://dblp.uni-trier.de/pid/73/9959.html'];3;2011;235-247
https://dblp.uni-trier.de/pid/160/8228.html;State Complexity of Single-Word Pattern Matching in Regular Languages.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html', 'https://dblp.uni-trier.de/pid/222/1721.html'];3;2019;86-97
https://dblp.uni-trier.de/pid/160/8228.html;Square, Power, Positive Closure, and Complementation on Star-Free Languages.;['https://dblp.uni-trier.de/pid/182/6122.html'];2;2019;98-110
https://dblp.uni-trier.de/pid/160/8228.html;Most Complex Deterministic Union-Free Regular Languages.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];2;2018;37-48
https://dblp.uni-trier.de/pid/160/8228.html;A New Technique for Reachability of States in Concatenation Automata.;[];1;2018;75-87
https://dblp.uni-trier.de/pid/160/8228.html;Most Complex Non-returning Regular Languages.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];2;2017;89-101
https://dblp.uni-trier.de/pid/71/6552.html;Minicomplexity.;[];1;2012;20-42
https://dblp.uni-trier.de/pid/71/6552.html;Deterministic moles cannot solve liveness.;[];1;2005;194-205
https://dblp.uni-trier.de/pid/71/6552.html;From k + 1 to k heads the descriptive trade-off is non-recursive.;[];1;2004;213-224
https://dblp.uni-trier.de/pid/t/DenisTherien.html;The Power of Diversity.;[];1;2011;43-54
https://dblp.uni-trier.de/pid/27/4709.html;Clusters of Repetition Roots Forming Prefix Chains.;['https://dblp.uni-trier.de/pid/20/2344.html'];2;2022;43-56
https://dblp.uni-trier.de/pid/23/6046.html;Finite Codes over Free Binoids.;['https://dblp.uni-trier.de/pid/98/6078.html', 'https://dblp.uni-trier.de/pid/77/5163.html'];3;2001;91-101
https://dblp.uni-trier.de/pid/21/4601.html;On the Uniform Distribution of Regular Expressions.;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2021;13-25
https://dblp.uni-trier.de/pid/21/4601.html;Partial Derivative Automaton by Compressing Regular Expressions.;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2021;100-112
https://dblp.uni-trier.de/pid/21/4601.html;On the Average Complexity of Strong Star Normal Form.;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2017;77-88
https://dblp.uni-trier.de/pid/21/4601.html;On the State Complexity of Partial Derivative Automata For Regular Expressions with Intersection.;['https://dblp.uni-trier.de/pid/183/0038.html', 'https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];5;2016;45-59
https://dblp.uni-trier.de/pid/21/4601.html;Partial Derivative Automaton for Regular Expressions with Shuffle.;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2015;21-32
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;Approximate NFA Universality Motivated by Information Theory.;['https://dblp.uni-trier.de/pid/166/1600.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2022;142-154
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;Partial Derivative Automaton by Compressing Regular Expressions.;['https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];4;2021;100-112
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;Applications of Transducers in Independent Languages, Word Distances, Codes.;[];1;2017;45-62
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;Transducer Descriptions of DNA Code Properties and Undecidability of Antimorphic Problems.;['https://dblp.uni-trier.de/pid/k/LilaKari.html', 'https://dblp.uni-trier.de/pid/31/7223.html'];3;2015;141-152
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;State-Complexity Hierarchies of Uniform Languages of Alphabet-Size Length.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];2;2008;97-108
https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html;Descriptional Complexity of Error/Edit Systems.;['https://dblp.uni-trier.de/pid/k/LilaKari.html'];2;2002;133-147
https://dblp.uni-trier.de/pid/79/10670.html;Shortest Repetition-Free Words Accepted by Automata.;['https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];2;2013;182-193
https://dblp.uni-trier.de/pid/83/3605.html;Computability on Quasi-Polish Spaces.;['https://dblp.uni-trier.de/pid/86/1356.html', 'https://dblp.uni-trier.de/pid/60/934.html', 'https://dblp.uni-trier.de/pid/121/3966.html'];4;2019;171-183
https://dblp.uni-trier.de/pid/f/HenningFernau.html;On the Power of Generalized Forbidding Insertion-Deletion Systems.;['https://dblp.uni-trier.de/pid/82/730.html', 'https://dblp.uni-trier.de/pid/154/8959.html'];3;2020;52-63
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Insertion-Deletion with Substitutions II.;['https://dblp.uni-trier.de/pid/244/2650.html'];2;2020;231-243
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Descriptional Complexity of Matrix Simple Semi-conditional Grammars.;['https://dblp.uni-trier.de/pid/82/730.html', 'https://dblp.uni-trier.de/pid/154/8959.html'];3;2019;111-123
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Regulated Tree Automata.;['https://dblp.uni-trier.de/pid/244/2650.html'];2;2019;124-136
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Graph-Controlled Insertion-Deletion Systems Generating Language Classes Beyond Linearity.;['https://dblp.uni-trier.de/pid/82/730.html', 'https://dblp.uni-trier.de/pid/154/8959.html'];3;2017;128-139
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Contextual Array Grammars with Matrix and Regular Control.;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/63/2789.html', 'https://dblp.uni-trier.de/pid/37/7013.html'];4;2016;98-110
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Descriptional Complexity of Graph-Controlled Insertion-Deletion Systems.;['https://dblp.uni-trier.de/pid/82/730.html', 'https://dblp.uni-trier.de/pid/154/8959.html'];3;2016;111-125
https://dblp.uni-trier.de/pid/f/HenningFernau.html;The degree of parallelism.;['https://dblp.uni-trier.de/pid/49/1455.html'];2;2005;51-62
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Refining the Nonterminal Complexity of Graph-controlled Grammars.;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/97/5256.html', 'https://dblp.uni-trier.de/pid/r/KlausReinhardt.html'];4;2005;110-121
https://dblp.uni-trier.de/pid/f/HenningFernau.html;Graph-Controlled Cooperating Distributed Grammar Systems with Singleton Components.;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];2;2001;79-90
https://dblp.uni-trier.de/pid/84/5656.html;The Separation Problems and Descriptional Complexity.;[];1;2002;35
https://dblp.uni-trier.de/pid/00/8398.html;Prefix-Free Languages: Right Quotient and Reversal.;['https://dblp.uni-trier.de/pid/45/123.html', 'https://dblp.uni-trier.de/pid/j/GJiraskova.html', 'https://dblp.uni-trier.de/pid/146/0422.html', 'https://dblp.uni-trier.de/pid/60/9959.html'];5;2014;210-221
https://dblp.uni-trier.de/pid/00/8398.html;Complexity in Prefix-Free Regular Languages.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html'];2;2010;197-204
https://dblp.uni-trier.de/pid/14/2205.html;From Ultrafilters on Words to the Expressive Power of a Fragment of Logic.;['https://dblp.uni-trier.de/pid/35/4442.html', 'https://dblp.uni-trier.de/pid/95/3009.html'];3;2014;138-149
https://dblp.uni-trier.de/pid/142/3012.html;Error-Free Affine, Unitary, and Probabilistic OBDDs.;['https://dblp.uni-trier.de/pid/198/1000.html', 'https://dblp.uni-trier.de/pid/148/1881.html', 'https://dblp.uni-trier.de/pid/82/4618.html'];4;2018;175-187
https://dblp.uni-trier.de/pid/133/6735.html;Kuratowski Algebras Generated by Factor-, Subword-, and Suffix-Free Languages.;['https://dblp.uni-trier.de/pid/182/6176.html', 'https://dblp.uni-trier.de/pid/60/9959.html'];3;2017;189-201
https://dblp.uni-trier.de/pid/133/6735.html;Star-Complement-Star on Prefix-Free Languages.;['https://dblp.uni-trier.de/pid/60/9959.html'];2;2015;231-242
https://dblp.uni-trier.de/pid/38/7589.html;Graph-Controlled Insertion-Deletion Systems.;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/88/6877.html', 'https://dblp.uni-trier.de/pid/74/5151.html'];4;2010;88-98
https://dblp.uni-trier.de/pid/b/NathalieBertrand1.html;Probabilistic Automata over Infinite Words: Expressiveness, Efficiency, and Decidability.;['https://dblp.uni-trier.de/pid/b/ChristelBaier.html', 'https://dblp.uni-trier.de/pid/80/4123.html'];3;2009;3-16
https://dblp.uni-trier.de/pid/36/1497.html;A Polynomial Complexity Class in P Systems Using Membrane Division.;['https://dblp.uni-trier.de/pid/p/MarioJPerezJimenez.html', 'https://dblp.uni-trier.de/pid/87/4203.html'];3;2003;284-294
https://dblp.uni-trier.de/pid/80/4123.html;Probabilistic Automata over Infinite Words: Expressiveness, Efficiency, and Decidability.;['https://dblp.uni-trier.de/pid/b/ChristelBaier.html', 'https://dblp.uni-trier.de/pid/b/NathalieBertrand1.html'];3;2009;3-16
https://dblp.uni-trier.de/pid/87/4203.html;A Polynomial Complexity Class in P Systems Using Membrane Division.;['https://dblp.uni-trier.de/pid/p/MarioJPerezJimenez.html', 'https://dblp.uni-trier.de/pid/36/1497.html'];3;2003;284-294
https://dblp.uni-trier.de/pid/k/LilaKari.html;State Complexity of Simple Splicing.;['https://dblp.uni-trier.de/pid/157/6118-1.html'];2;2019;197-209
https://dblp.uni-trier.de/pid/k/LilaKari.html;Transducer Descriptions of DNA Code Properties and Undecidability of Antimorphic Problems.;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html', 'https://dblp.uni-trier.de/pid/31/7223.html'];3;2015;141-152
https://dblp.uni-trier.de/pid/k/LilaKari.html;State Complexity of Star and Square of Union of k Regular Languages.;['https://dblp.uni-trier.de/pid/76/2452-1.html'];2;2012;155-168
https://dblp.uni-trier.de/pid/k/LilaKari.html;State Complexity of Catenation Combined with Star and Reversal.;['https://dblp.uni-trier.de/pid/58/4730-1.html', 'https://dblp.uni-trier.de/pid/76/2452-1.html', 'https://dblp.uni-trier.de/pid/y/ShengYu.html'];4;2010;58-67
https://dblp.uni-trier.de/pid/k/LilaKari.html;Ciliate Gene Unscrambling with Fewer Templates.;['https://dblp.uni-trier.de/pid/44/8397.html'];2;2010;120-129
